176	155
171	163
164	165
372	782
345	783
350	784
378	784
405	785
360	786
334	787
374	787
335	788
329	790
407	790
409	793
350	795
347	796
406	797
361	798
337	800
390	800
344	801
377	802
408	802
368	804
416	804
350	805
413	806
391	807
409	809
417	811
368	812
405	813
417	813
372	816
377	818
410	818
414	819
410	824
401	827
397	828
403	831
731	870
742	871
741	874
690	877
705	877
683	878
737	878
690	879
700	879
696	880
508	910
510	910
504	911
518	912
659	913
505	914
503	916
528	916
533	917
674	917
498	921
544	921
668	922
535	923
528	925
521	926
528	926
558	927
674	927
547	928
556	928
563	929
530	930
684	931
507	933
523	933
553	938
562	939
524	941
547	943
563	943
589	943
592	945
599	948
547	950
598	953
606	953
580	954
584	955
606	957
596	958
574	960
601	960
611	960
615	961
555	962
537	963
542	963
612	965
638	966
586	967
611	967
564	968
539	971
545	971
517	972
641	972
583	973
655	974
551	975
554	975
637	975
629	977
559	979
644	979
525	980
559	980
597	981
527	983
649	985
649	986
621	988
642	989
625	990
540	991
620	992
488	993
543	993
552	993
542	994
550	994
623	995
496	996
504	998
510	998
547	998
498	999
513	999
635	999
516	1000
534	1005
537	1007
359	210
398	212
354	213
342	215
399	216
414	217
359	219
408	219
393	220
424	220
405	221
396	223
409	223
476	236
204	324
183	325
176	327
207	330
177	333
180	334
169	341
210	341
203	344
350	554
334	557
361	562
351	563
331	568
329	611
337	612
312	613
319	614
333	614
332	616
315	617
327	617
346	617
317	620
262	655
286	661
280	662
273	663
284	663
287	668
271	672
260	673
274	674
288	678
277	679
574	497
541	504
543	507
582	508
543	513
566	513
545	514
555	520
579	521
576	523
542	525
542	526
570	529
551	532
558	532
567	532
571	535
559	538
566	539
558	540
552	541
576	541
570	548
552	549
579	549
579	554
566	556
579	557
577	561
558	564
572	565
561	570
569	570
558	577
546	579
576	579
562	582
540	584
728	696
725	699
725	704
726	719
728	720
740	723
719	729
733	730
735	730
722	735
727	735
726	736
738	739
725	742
601	337
588	339
580	341
599	342
596	343
587	345
608	347
568	349
609	349
607	353
563	354
567	362
582	364
598	364
599	364
584	365
616	365
609	368
592	371
563	372
589	374
590	374
619	375
614	377
565	381
618	383
596	385
564	387
567	389
583	389
569	390
578	391
572	392
608	393
558	395
589	395
625	395
570	396
611	396
582	397
591	398
593	400
614	401
615	401
556	402
564	403
564	405
602	405
556	406
625	406
629	409
569	410
596	411
583	412
624	412
567	413
557	414
563	414
565	414
615	415
554	416
559	416
559	417
614	417
631	417
555	418
593	418
434	617
418	620
423	620
435	623
450	624
460	625
451	629
459	629
427	630
406	633
461	633
416	634
450	634
434	635
420	638
404	642
428	642
408	644
418	644
459	646
407	647
423	655
443	656
431	657
445	657
451	658
414	660
424	660
459	662
435	664
464	664
420	665
418	669
439	669
432	670
402	671
446	677
411	678
452	681
415	683
419	683
416	684
407	685
448	686
450	687
429	688
436	688
447	688
462	688
416	689
409	690
439	691
538	691
554	691
570	691
452	692
448	694
452	694
468	695
494	695
497	699
536	699
491	703
504	703
492	706
508	706
566	706
491	707
528	712
529	712
530	712
499	716
567	716
561	717
494	721
513	721
535	723
548	725
566	730
312	182
301	194
317	200
312	205
298	209
319	210
318	213
297	214
315	217
303	218
318	223
314	228
312	232
309	233
317	238
298	239
295	240
302	243
304	243
314	243
309	246
319	248
303	254
304	257
311	260
297	261
301	262
318	264
317	265
294	267
299	271
309	275
319	291
306	296
318	299
366	237
346	244
388	244
357	245
679	245
394	246
422	248
409	249
387	251
387	252
678	252
704	252
690	256
636	268
631	279
641	283
633	284
638	287
631	293
276	330
271	332
266	335
260	343
268	344
260	345
261	346
265	346
276	347
332	405
336	413
233	651
240	652
246	659
248	662
227	663
241	663
246	666
247	676
242	678
237	680
226	184
251	184
247	186
212	190
255	190
269	190
219	192
263	193
221	194
250	196
243	197
249	203
245	205
225	207
261	209
246	210
253	210
269	211
270	211
220	213
235	214
234	219
266	220
211	221
246	221
271	221
237	223
230	224
237	228
220	229
244	230
215	234
266	236
239	237
264	240
269	240
241	241
256	245
257	245
274	245
242	246
265	250
213	252
216	252
235	254
270	257
225	260
252	261
213	262
217	264
262	264
238	266
228	270
274	272
235	273
214	274
241	275
241	276
232	277
257	277
261	279
266	280
224	281
273	281
222	283
239	284
265	284
220	285
216	288
241	289
220	290
254	292
260	293
258	297
272	297
240	299
265	299
238	301
215	302
224	302
262	304
264	304
273	304
575	763
564	764
549	765
576	765
587	765
552	766
560	766
587	769
662	770
671	770
543	775
565	779
578	780
683	780
584	781
656	781
666	782
570	783
552	784
569	784
547	785
540	786
546	786
574	786
571	790
658	790
551	792
540	794
692	794
685	796
690	797
540	798
661	798
577	799
656	800
581	801
579	803
690	803
685	805
679	806
549	809
584	809
555	279
597	279
556	280
553	285
581	287
556	288
551	291
569	293
587	294
562	296
571	297
552	298
559	298
582	299
585	300
594	301
585	303
561	304
577	305
553	306
593	308
573	309
582	311
560	312
600	312
446	351
451	351
458	351
449	354
458	364
455	374
458	374
451	375
458	389
460	395
457	396
457	397
446	412
454	417
454	423
443	424
449	426
450	432
456	432
457	433
456	437
451	440
263	746
282	757
270	771
267	776
273	776
284	778
277	782
257	534
263	535
255	536
254	539
235	541
258	544
194	546
243	550
193	552
237	553
200	557
195	567
197	572
262	576
192	587
262	587
262	612
264	613
264	615
275	617
246	618
256	618
276	621
269	623
249	625
267	628
247	631
254	631
255	634
266	638
351	996
338	997
326	1000
324	1001
365	1004
373	1006
345	1007
351	1007
341	1011
342	1011
345	1011
349	1011
370	1014
