72	97
72	98
69	100
73	101
74	102
24	6
18	7
24	9
24	10
19	11
24	11
18	12
26	13
27	13
24	14
19	15
19	16
19	17
26	19
24	21
22	22
21	24
34	27
36	27
38	27
36	28
40	28
32	29
34	29
36	29
31	31
39	32
38	33
37	35
31	36
43	36
31	37
36	37
37	38
67	38
65	40
67	40
34	41
35	41
45	42
36	43
65	43
35	44
45	44
40	45
35	46
64	46
39	47
40	47
41	47
45	47
40	49
45	49
39	50
36	51
37	51
40	51
31	52
36	52
40	52
43	52
33	53
37	53
34	54
37	54
48	55
33	56
37	56
38	56
40	56
32	58
33	58
37	58
47	58
49	58
43	60
42	61
44	61
44	62
50	62
49	63
44	65
46	67
48	67
47	68
50	68
42	69
43	70
43	71
76	74
79	74
87	74
92	74
88	75
77	76
78	76
82	76
75	77
77	77
86	80
82	81
92	81
76	82
83	82
88	82
82	83
84	83
88	83
74	84
82	85
77	86
78	86
74	87
76	87
82	88
76	91
76	94
80	94
82	94
57	96
63	96
45	97
47	98
52	98
43	99
45	99
51	99
52	99
55	99
60	99
63	100
44	101
42	105
47	105
59	105
44	106
48	106
58	106
59	106
65	106
49	107
55	107
61	107
2	3
3	3
7	4
8	4
60	4
61	4
2	5
5	6
10	6
61	6
64	6
8	7
63	7
65	7
69	7
61	8
67	8
5	10
69	10
4	11
71	11
32	12
70	12
71	12
3	13
32	13
66	13
68	14
32	15
33	15
60	15
68	15
34	16
69	16
4	17
13	17
15	17
16	17
64	17
62	18
64	18
128	18
132	18
15	19
31	19
36	19
60	19
127	19
134	19
7	20
62	20
69	20
33	21
37	21
129	21
130	21
15	22
33	22
2	23
34	23
36	23
130	23
133	23
8	24
9	24
33	24
129	25
134	25
135	27
127	31
130	31
134	31
128	34
133	34
134	34
133	36
130	37
128	38
127	40
129	42
134	42
135	44
128	45
132	46
36	4
34	5
35	5
38	5
39	5
34	6
40	7
44	8
48	8
49	8
38	9
50	9
36	10
36	11
39	11
44	11
45	14
42	15
47	15
38	16
45	17
50	17
47	18
45	20
84	4
85	4
88	4
83	6
86	6
79	7
79	9
80	9
83	10
74	11
76	12
86	12
88	12
74	13
79	13
82	13
84	13
86	13
88	13
79	15
87	15
88	16
82	17
77	18
79	19
80	19
85	19
84	20
74	21
75	21
76	21
80	21
81	22
76	23
77	23
120	49
118	51
124	51
126	51
118	52
121	52
123	52
119	54
125	54
127	54
125	56
79	116
73	117
74	117
51	27
62	27
72	27
53	28
57	28
60	28
62	28
64	28
67	28
56	29
63	29
50	30
60	30
48	31
53	31
55	32
68	32
69	32
65	34
67	34
49	35
49	36
50	36
56	36
61	36
110	59
102	60
113	60
99	63
100	63
107	63
99	64
110	64
107	65
110	65
100	67
104	67
112	67
102	68
99	69
102	69
112	70
101	74
103	74
106	74
108	75
98	76
99	76
110	76
101	77
100	78
102	78
106	78
102	79
106	79
99	80
102	80
100	81
101	81
103	81
98	82
100	82
102	82
100	86
102	86
100	87
102	88
113	90
101	91
108	92
113	92
103	93
105	94
112	94
79	109
79	111
77	112
49	122
56	122
48	123
58	123
40	125
42	125
43	125
36	126
38	126
42	126
54	126
57	126
35	127
41	127
56	127
35	129
36	129
43	129
44	129
48	129
51	129
56	129
59	130
46	131
50	131
51	131
54	131
35	132
58	132
39	133
59	133
42	134
41	135
46	135
47	135
51	135
52	135
56	135
41	136
42	136
59	136
53	137
44	138
57	138
59	138
40	140
45	140
53	140
67	24
69	24
70	24
12	29
144	29
8	30
10	30
8	31
15	32
138	32
9	33
12	33
13	33
142	33
144	33
141	36
139	43
141	46
139	47
32	74
58	74
63	74
48	75
50	75
55	75
58	75
31	76
41	76
47	76
52	76
61	77
44	78
48	78
54	78
55	78
62	78
40	79
54	79
42	80
45	80
50	80
60	80
39	81
43	81
46	81
51	81
53	81
34	82
43	82
45	82
55	82
35	83
58	83
52	84
54	84
57	84
38	85
48	85
56	85
63	85
32	86
38	86
44	86
47	86
50	86
54	86
56	86
68	86
45	87
49	87
53	87
43	88
39	89
43	89
57	89
63	89
64	89
43	90
36	91
38	91
42	91
60	91
63	91
41	92
55	92
61	92
70	92
33	93
34	93
60	93
68	93
45	94
56	94
63	94
49	109
56	109
49	110
55	110
41	111
42	111
51	111
95	26
101	26
103	26
106	26
113	26
114	26
97	27
103	27
96	29
103	29
104	29
102	30
110	30
114	30
76	31
100	31
102	31
107	31
115	31
78	32
79	32
81	32
94	32
95	32
102	32
75	33
92	33
94	33
102	33
76	34
83	34
91	34
93	34
94	34
102	34
104	34
89	35
91	35
92	35
101	35
102	35
103	35
104	35
91	37
95	37
115	37
74	38
75	38
96	38
98	38
101	38
102	38
110	38
80	39
81	39
87	39
98	39
55	40
56	40
60	40
62	40
101	40
104	40
108	40
109	40
58	41
61	41
94	41
96	41
97	41
54	42
75	42
90	42
92	42
94	42
113	42
79	43
83	43
104	43
107	43
113	43
56	44
88	44
89	44
94	44
102	44
109	44
115	44
57	45
58	45
79	45
109	45
56	46
57	46
83	46
95	46
105	46
62	47
88	47
103	47
106	47
111	47
114	47
59	49
91	49
92	49
103	49
64	50
93	50
96	50
98	50
105	50
108	50
66	51
69	51
93	51
97	51
102	51
107	51
109	51
61	52
69	52
81	52
95	52
105	52
57	53
58	53
85	53
96	53
112	53
71	54
80	54
104	54
107	54
66	55
67	55
83	55
91	55
97	55
99	55
109	55
59	56
62	56
67	56
69	56
82	56
93	56
103	56
108	56
63	57
83	57
88	57
63	58
82	58
89	58
69	59
78	59
84	59
95	59
65	60
72	60
95	60
62	61
75	61
76	61
61	62
63	62
72	62
73	62
74	62
75	62
85	62
74	63
78	63
88	63
75	64
81	64
83	64
89	64
70	65
95	65
68	66
72	66
86	66
87	66
96	66
80	67
83	67
65	68
69	68
74	68
81	68
82	69
83	69
81	70
87	70
89	70
69	71
70	78
5	98
14	99
16	99
12	101
1	102
7	102
16	102
17	102
4	103
7	103
12	103
13	104
4	106
9	106
10	107
14	107
15	107
6	108
15	108
12	109
2	110
8	110
15	110
3	111
6	111
8	111
17	111
1	112
15	112
11	113
20	113
48	113
8	114
15	114
3	115
20	115
7	116
13	116
50	116
57	116
14	117
18	117
19	117
44	117
46	117
9	118
53	118
52	5
53	7
54	9
53	12
53	15
55	15
53	16
52	17
53	17
57	19
53	21
58	24
5	31
13	37
19	37
6	38
9	38
14	38
7	39
11	39
16	39
25	39
8	40
11	40
20	40
13	42
11	43
