0.018725	0.382208	0.141962	0.343750	0.202535	0.176096	0.197430	0.169833	0.208192	0.338590	0.343478	0.338843	0.360895	0.361567	0.361537	0.366290	0.374270	0.356106	0.337590	0.324626	0.319465	0.311724	0.302251	0.303972	0.308776	0.298238	0.130492	0.129154	0.137490	0.133005	0.383244	0.117222	0.359467	0.432337	0.484941	0.538231	0.576654	0.537534	0.451869	0.500501	0.509852	0.502777	0.500801	0.517668	0.510962	0.540355	0.531285	0.547103	0.551545	0.559449	0.566579	0.567731	0.573823	0.578164	0.587248	0.606903	0.612381	0.632258	0.649236	0.756016	0.700828	0.703787	0.706818	0.693989	0.699933	0.692973	0.687318	0.676667	0.670858	0.666516	0.666512	0.669072	0.675789	0.682690	0.693305	0.693019	0.637500	0.674572	0.689991	0.632945	0.626133	0.626081	0.612762	0.608609	0.346081	0.345780	0.366461	0.376844	0.583199	0.587173	0.358646	0.561599	0.547775	0.345722	0.613898	0.368503	0.377003	0.625352	0.620441	0.631266	0.617735	0.593750	0.627119	0.481928	0.521127	0.305556	0.666667	0.560606	0.605634	0.477064	0.535211	0.507692	0.492063	0.489170	0.469388	0.494718	0.500000	0.514695	0.521100	0.517003	0.527333	0.532690	0.536354	0.531488	0.530071	0.535301	0.530704	0.526407	0.532710	0.535117	0.527102	0.531323	0.519353	0.514783	0.508907	0.497304	0.488740	0.469554	0.462842	0.448667	0.444681	0.444278	0.433875	0.417972	0.419729	0.479638	0.400353	0.396947	0.425287	0.531250	0.450704	0.489362	0.500000	0.304878	0.462264	0.382979	0.500000	0.491228	0.400000	0.436364	0.500000	0.489796	0.452830	0.329412	0.326531	0.293436	0.296223	0.307110	0.331471	0.345455	0.349138	0.323711	0.318056	0.324128	0.307692	0.312139	0.314516	0.304465	0.297954	0.305063	0.315857	0.318182	0.319683	0.332884	0.315264	0.320700	0.325337	0.327160	0.323437	0.339652	0.336858	0.333333	0.341232	0.306220	0.296167	0.292553	0.284698	0.296364	0.262857	0.251397	0.256983	0.234343	0.236220	0.239035	0.252955	0.231818	0.242588	0.225434	0.218232	0.251366	0.238754	0.203448	0.237342	0.196226	0.208531	0.217391	0.202247	0.211111	0.600000	0.277778
0.321862	0.424053	0.205752	0.343750	0.150619	0.164883	0.187383	0.198921	0.175605	0.324377	0.323819	0.340721	0.350973	0.362500	0.353587	0.366478	0.371935	0.338775	0.328115	0.314514	0.314158	0.303305	0.293755	0.290155	0.293829	0.280620	0.111038	0.112644	0.119018	0.296974	0.372985	0.116798	0.334954	0.423827	0.505238	0.542620	0.552069	0.535156	0.448838	0.511774	0.502978	0.497532	0.489904	0.530370	0.501768	0.509685	0.518658	0.542697	0.554842	0.548222	0.566227	0.562381	0.570295	0.582675	0.587728	0.616091	0.605149	0.633548	0.665687	0.750420	0.701518	0.705750	0.707059	0.699454	0.701052	0.693859	0.692239	0.682000	0.673327	0.668997	0.673247	0.670755	0.678008	0.685579	0.693305	0.687132	0.668750	0.669302	0.689991	0.615936	0.614400	0.631124	0.600270	0.600267	0.338180	0.578287	0.350044	0.361521	0.569512	0.570466	0.348976	0.556684	0.541861	0.344281	0.595254	0.601127	0.372604	0.613732	0.611535	0.621340	0.622951	0.610491	0.627119	0.289157	0.690141	0.388889	0.680556	0.606061	0.549296	0.467890	0.619718	0.533333	0.492063	0.489170	0.502551	0.500000	0.510593	0.518463	0.521739	0.527378	0.527885	0.532154	0.533193	0.528230	0.532429	0.529514	0.521127	0.522345	0.524533	0.530100	0.523230	0.524942	0.514154	0.507246	0.501188	0.493709	0.478393	0.461394	0.458279	0.433333	0.429078	0.433807	0.421500	0.403957	0.392650	0.469457	0.405644	0.381679	0.448276	0.531250	0.535211	0.414894	0.282051	0.158537	0.679245	0.382979	0.266667	0.491228	0.400000	0.363636	0.600000	0.489796	0.377358	0.282353	0.377551	0.316602	0.326044	0.304085	0.329609	0.331818	0.340517	0.327835	0.319444	0.327035	0.317308	0.315992	0.312903	0.308525	0.313299	0.313924	0.308184	0.322078	0.322325	0.331536	0.310984	0.320700	0.314843	0.317901	0.323437	0.336493	0.330816	0.324284	0.333333	0.298246	0.285714	0.281915	0.284698	0.272727	0.253333	0.258845	0.255121	0.238384	0.220472	0.256579	0.222222	0.229545	0.202156	0.242775	0.218232	0.254098	0.245675	0.196552	0.205696	0.218868	0.246445	0.201581	0.179775	0.300000	0.418182	0.518519
0.023785	0.420428	0.140487	0.322917	0.168729	0.151121	0.165187	0.184846	0.157954	0.295755	0.292439	0.306536	0.305058	0.325933	0.326330	0.320339	0.326781	0.301894	0.275180	0.257847	0.252600	0.236582	0.231308	0.067573	0.063848	0.217364	0.220546	0.208986	0.217464	0.230120	0.120176	0.237842	0.137151	0.392487	0.451113	0.514669	0.534080	0.504076	0.430076	0.456914	0.487399	0.473156	0.481891	0.494219	0.493812	0.484262	0.508104	0.521688	0.534537	0.530532	0.543887	0.548749	0.555830	0.560794	0.578859	0.578346	0.601678	0.643871	0.655699	0.719642	0.684955	0.692567	0.691400	0.691366	0.686731	0.682332	0.677477	0.672667	0.677369	0.662458	0.669299	0.667629	0.678254	0.679012	0.682814	0.694281	0.708333	0.689065	0.689991	0.615936	0.614933	0.622839	0.612424	0.602603	0.353350	0.352055	0.357960	0.362089	0.570585	0.579089	0.366610	0.552425	0.546530	0.337079	0.595593	0.600814	0.609802	0.621127	0.620017	0.610918	0.607303	0.591518	0.779661	0.493976	0.704225	0.597222	0.652778	0.545455	0.788732	0.550459	0.478873	0.405128	0.476190	0.438628	0.405612	0.450704	0.438559	0.466466	0.457161	0.470893	0.475428	0.482851	0.486828	0.492942	0.482311	0.480324	0.485070	0.487522	0.486565	0.494983	0.493363	0.491879	0.491623	0.480580	0.473278	0.467346	0.458917	0.433773	0.429596	0.415333	0.404255	0.411369	0.383604	0.380874	0.366538	0.447964	0.382716	0.312977	0.425287	0.406250	0.535211	0.478723	0.525641	0.280488	0.566038	0.638298	0.255556	0.578947	0.577778	0.363636	0.520000	0.326531	0.490566	0.282353	0.306122	0.243243	0.252485	0.260212	0.281192	0.290909	0.267241	0.245361	0.265278	0.271802	0.273077	0.269750	0.264516	0.263870	0.262148	0.263291	0.267263	0.266234	0.264201	0.281671	0.272468	0.260933	0.275862	0.277778	0.293750	0.300158	0.282477	0.283560	0.289100	0.272727	0.243902	0.257092	0.233096	0.240000	0.232381	0.199255	0.216015	0.193939	0.196850	0.217105	0.191489	0.175000	0.210243	0.213873	0.176796	0.199454	0.207612	0.186207	0.186709	0.188679	0.227488	0.197628	0.202247	0.255556	0.436364	0.611111
0.102733	0.505437	0.206121	0.364020	0.205554	0.190112	0.177570	0.176636	0.187599	0.317952	0.319093	0.345417	0.338521	0.351679	0.348476	0.348023	0.354807	0.335550	0.321936	0.309880	0.303545	0.292149	0.284834	0.281736	0.286568	0.278285	0.111257	0.111181	0.109992	0.126906	0.362726	0.116798	0.335376	0.418638	0.480140	0.502195	0.529882	0.507643	0.430076	0.474950	0.489384	0.467448	0.476442	0.495033	0.494519	0.489709	0.509235	0.503558	0.534016	0.521687	0.537907	0.536324	0.550891	0.557185	0.552733	0.573876	0.574197	0.614839	0.633373	0.715725	0.675638	0.683590	0.673573	0.674536	0.676661	0.669918	0.659360	0.650667	0.654917	0.642841	0.644914	0.647908	0.657051	0.660362	0.656896	0.672834	0.654167	0.628458	0.652790	0.608774	0.594667	0.604107	0.589129	0.583917	0.569532	0.560088	0.335092	0.336549	0.345679	0.354082	0.333902	0.535059	0.517585	0.535869	0.568136	0.581403	0.584669	0.587324	0.590331	0.602978	0.591654	0.591518	0.627119	0.289157	0.366197	0.430556	0.638889	0.363636	0.535211	0.605505	0.577465	0.476923	0.505291	0.501805	0.515306	0.500000	0.507415	0.522984	0.526215	0.531412	0.532303	0.535370	0.534773	0.532030	0.530660	0.519097	0.521127	0.520604	0.521612	0.524526	0.524336	0.520882	0.515309	0.512464	0.495249	0.488916	0.472307	0.460138	0.451108	0.440667	0.421986	0.433059	0.412993	0.417148	0.411992	0.464932	0.402116	0.354962	0.310345	0.515625	0.436620	0.574468	0.500000	0.280488	0.471698	0.382979	0.366667	0.578947	0.688889	0.618182	0.500000	0.387755	0.396226	0.458824	0.459184	0.308880	0.318091	0.334342	0.363128	0.377273	0.327586	0.323711	0.330556	0.327035	0.334615	0.304432	0.324194	0.315291	0.323529	0.321519	0.317136	0.318182	0.331572	0.338275	0.328103	0.326531	0.335832	0.320988	0.345313	0.339652	0.320242	0.328808	0.344392	0.303030	0.299652	0.296099	0.290036	0.296364	0.257143	0.260708	0.271881	0.254545	0.228346	0.247807	0.231678	0.250000	0.229111	0.265896	0.256906	0.226776	0.259516	0.213793	0.205696	0.275472	0.232227	0.201581	0.207865	0.300000	0.345455	0.277778
0.578947	0.504448	0.209440	0.366554	0.171748	0.152396	0.187850	0.195168	0.203892	0.319120	0.332892	0.342036	0.346109	0.363619	0.353587	0.360264	0.373102	0.343007	0.331205	0.317253	0.312672	0.300568	0.295455	0.294689	0.298740	0.282955	0.120874	0.113689	0.120487	0.127141	0.377382	0.121682	0.363483	0.441677	0.500436	0.545854	0.570857	0.545007	0.466590	0.498747	0.528181	0.511108	0.516667	0.543560	0.522984	0.523406	0.549567	0.549983	0.569941	0.566593	0.565172	0.574461	0.598342	0.591022	0.607862	0.608642	0.617009	0.651613	0.657462	0.766648	0.711180	0.718934	0.715490	0.709071	0.705974	0.703613	0.692463	0.694889	0.687247	0.683653	0.676730	0.687109	0.686884	0.698188	0.703795	0.713204	0.691667	0.674572	0.688220	0.630260	0.636800	0.628242	0.362593	0.607941	0.356195	0.346721	0.367048	0.368615	0.581857	0.587173	0.357224	0.567497	0.560535	0.331893	0.595932	0.597370	0.611687	0.619014	0.612383	0.622333	0.616244	0.600446	0.627119	0.325301	0.746479	0.652778	0.527778	0.606061	0.760563	0.587156	0.683099	0.502564	0.529101	0.521661	0.502551	0.503521	0.501059	0.517709	0.507033	0.518156	0.524572	0.525188	0.528978	0.524973	0.520637	0.521412	0.515493	0.518282	0.520444	0.524526	0.517699	0.517981	0.510110	0.506087	0.489905	0.482325	0.472915	0.451977	0.443286	0.433333	0.418440	0.429319	0.416860	0.408904	0.394584	0.457014	0.393298	0.377863	0.459770	0.421875	0.535211	0.691489	0.666667	0.268293	0.792453	0.393617	0.500000	0.666667	0.577778	0.363636	0.500000	0.387755	0.547170	0.400000	0.418367	0.343629	0.312127	0.319213	0.335196	0.418182	0.336207	0.327835	0.319444	0.318314	0.328846	0.310212	0.319355	0.313938	0.312020	0.307595	0.322251	0.302597	0.307794	0.327493	0.323823	0.313411	0.325337	0.317901	0.320313	0.322275	0.320242	0.303167	0.330174	0.311005	0.277003	0.274823	0.279359	0.270909	0.249524	0.256983	0.251397	0.240404	0.210630	0.252193	0.222222	0.247727	0.226415	0.236994	0.243094	0.234973	0.231834	0.179310	0.218354	0.207547	0.213270	0.225296	0.185393	0.311111	0.581818	0.444444
0.002530	0.593410	0.353614	0.478041	0.357682	0.320591	0.348364	0.351161	0.378819	0.463201	0.472023	0.485349	0.485214	0.497388	0.498391	0.521657	0.524329	0.522572	0.515345	0.508532	0.512205	0.517575	0.516992	0.518351	0.535341	0.537678	0.549290	0.560084	0.567590	0.569552	0.588178	0.545763	0.553677	0.555625	0.545613	0.550936	0.536278	0.503057	0.410016	0.433617	0.438674	0.426566	0.447115	0.438854	0.429809	0.434625	0.425933	0.437309	0.441166	0.435108	0.434653	0.441933	0.441348	0.457929	0.456616	0.461386	0.254845	0.523871	0.556404	0.588696	0.542098	0.550351	0.549265	0.537486	0.540837	0.531146	0.518005	0.518667	0.505613	0.498534	0.501161	0.502405	0.517505	0.508800	0.286331	0.540370	0.544792	0.570487	0.551816	0.523724	0.536533	0.524135	0.506077	0.503170	0.505373	0.494195	0.500147	0.485812	0.490070	0.493398	0.480091	0.471822	0.466853	0.475944	0.493559	0.494364	0.497644	0.511972	0.510602	0.518610	0.529806	0.526786	0.508475	0.686747	0.422535	0.486111	0.638889	0.727273	0.577465	0.513761	0.598592	0.548718	0.626984	0.577617	0.581633	0.577465	0.583686	0.583271	0.581202	0.589049	0.582551	0.581458	0.576396	0.577633	0.577830	0.573495	0.567887	0.567034	0.555491	0.557414	0.557522	0.554524	0.548238	0.546087	0.535629	0.530258	0.527693	0.518519	0.516297	0.504667	0.494326	0.500374	0.495746	0.483100	0.489362	0.533937	0.490300	0.477099	0.563218	0.640625	0.591549	0.478723	0.500000	0.512195	0.669811	0.361702	0.500000	0.403509	0.400000	0.527273	0.480000	0.510204	0.547170	0.517647	0.459184	0.420849	0.457256	0.443268	0.484171	0.500000	0.504310	0.459794	0.447222	0.466570	0.467308	0.466281	0.448387	0.462788	0.451407	0.463291	0.465473	0.450649	0.474240	0.475741	0.470756	0.472303	0.476762	0.461420	0.468750	0.453397	0.441088	0.453997	0.456556	0.440191	0.435540	0.434397	0.432384	0.429091	0.401905	0.407821	0.422719	0.397980	0.375984	0.394737	0.366430	0.365909	0.371968	0.375723	0.367403	0.352459	0.394464	0.396552	0.351266	0.384906	0.388626	0.355731	0.455056	0.377778	0.418182	0.629630
0.562247	0.515321	0.354720	0.478885	0.338968	0.347095	0.350234	0.381422	0.369767	0.462033	0.491493	0.494553	0.501362	0.521455	0.522620	0.542561	0.551187	0.538493	0.544181	0.555930	0.555721	0.559251	0.562872	0.567573	0.583387	0.590745	0.600437	0.607106	0.619437	0.628900	0.644846	0.531111	0.565511	0.576588	0.584461	0.555325	0.568459	0.516304	0.434550	0.475952	0.464029	0.468374	0.472756	0.460348	0.464463	0.464487	0.473615	0.462894	0.478133	0.472870	0.467546	0.482830	0.481566	0.497631	0.500240	0.504842	0.517501	0.555484	0.569330	0.622272	0.322981	0.596353	0.586365	0.587104	0.575744	0.572600	0.562290	0.555556	0.548047	0.545434	0.537854	0.543290	0.551036	0.552403	0.329528	0.578638	0.554167	0.554677	0.569531	0.574754	0.553600	0.553314	0.541188	0.545212	0.522440	0.521807	0.520082	0.522985	0.309179	0.309620	0.512514	0.494430	0.480859	0.513109	0.521695	0.531309	0.529061	0.536972	0.551739	0.561290	0.578241	0.559152	0.627119	0.132530	0.661972	0.430556	0.527778	0.787879	0.619718	0.779817	0.711268	0.630769	0.690476	0.685921	0.668367	0.669014	0.672669	0.672193	0.669437	0.668588	0.662617	0.666667	0.659115	0.658523	0.653302	0.644097	0.638873	0.634939	0.634346	0.633779	0.624447	0.620650	0.608897	0.601739	0.596793	0.594967	0.591601	0.576899	0.571056	0.558000	0.544681	0.552730	0.537510	0.525144	0.519342	0.588235	0.530864	0.522901	0.448276	0.531250	0.352113	0.329787	0.256410	0.365854	0.358491	0.500000	0.644444	0.315789	0.711111	0.436364	0.600000	0.408163	0.547170	0.470588	0.591837	0.471042	0.493042	0.497731	0.541899	0.522727	0.512931	0.515464	0.516667	0.526163	0.546154	0.535645	0.533871	0.529093	0.538363	0.543038	0.531969	0.535065	0.544254	0.560647	0.537803	0.520408	0.541229	0.535494	0.535937	0.530806	0.507553	0.515837	0.530806	0.497608	0.500000	0.487589	0.485765	0.483636	0.462857	0.446927	0.456238	0.430303	0.429134	0.451754	0.432624	0.393182	0.396226	0.416185	0.389503	0.404372	0.387543	0.379310	0.382911	0.373585	0.379147	0.355731	0.387640	0.422222	0.527273	0.722222
0.565283	0.593410	0.319322	0.496622	0.356173	0.329256	0.376168	0.373681	0.373614	0.478193	0.506805	0.511458	0.517704	0.537500	0.550256	0.553672	0.581549	0.575373	0.583522	0.581631	0.586924	0.596716	0.599618	0.605786	0.627376	0.627892	0.639344	0.648694	0.664777	0.663617	0.674890	0.602676	0.612215	0.627024	0.611523	0.598522	0.599240	0.554178	0.450281	0.488978	0.490148	0.474082	0.489263	0.497313	0.482673	0.468725	0.480776	0.478312	0.483686	0.483756	0.478804	0.478689	0.485271	0.487029	0.491850	0.510057	0.515187	0.566452	0.589307	0.635702	0.334714	0.594951	0.584919	0.584481	0.581562	0.570827	0.562738	0.548667	0.549843	0.543856	0.535067	0.536075	0.554241	0.553454	0.330762	0.575273	0.590625	0.550725	0.591674	0.574754	0.557333	0.578170	0.542876	0.547214	0.547408	0.544713	0.525652	0.315834	0.315620	0.315279	0.525597	0.503277	0.504202	0.516854	0.534915	0.542267	0.546654	0.558451	0.563613	0.572705	0.585693	0.597098	0.474576	0.590361	0.507042	0.319444	0.555556	0.651515	0.464789	0.761468	0.746479	0.682051	0.690476	0.709386	0.688776	0.681338	0.698093	0.692540	0.688619	0.688761	0.687465	0.686495	0.681770	0.676439	0.672759	0.664931	0.663662	0.661056	0.655958	0.653846	0.643805	0.645592	0.633160	0.626667	0.616390	0.607549	0.606817	0.598242	0.590613	0.578000	0.564539	0.565445	0.566125	0.549876	0.550290	0.597285	0.539683	0.496183	0.528736	0.515625	0.436620	0.489362	0.461538	0.402439	0.367925	0.606383	0.633333	0.315789	0.422222	0.436364	0.500000	0.489796	0.622642	0.470588	0.571429	0.463320	0.514911	0.520424	0.551210	0.590909	0.521552	0.527835	0.527778	0.534884	0.550000	0.551060	0.541935	0.545332	0.546036	0.551899	0.551151	0.544156	0.549538	0.556604	0.554922	0.553936	0.550225	0.521605	0.535937	0.533965	0.521148	0.518854	0.540284	0.519936	0.512195	0.514184	0.503559	0.507273	0.493333	0.482309	0.471136	0.462626	0.442913	0.453947	0.458629	0.418182	0.428571	0.421965	0.408840	0.393443	0.442907	0.389655	0.392405	0.422642	0.417062	0.391304	0.421348	0.588889	0.709091	0.814815
0.090081	0.553871	0.320796	0.495495	0.354965	0.333078	0.358411	0.349754	0.378819	0.471573	0.477694	0.507325	0.518872	0.526493	0.529623	0.550094	0.564422	0.565498	0.571164	0.569834	0.573976	0.573142	0.580501	0.592401	0.609865	0.610911	0.623607	0.634483	0.646096	0.649777	0.656571	0.576768	0.583052	0.602740	0.606285	0.586510	0.594443	0.533798	0.435561	0.463427	0.467848	0.456186	0.461859	0.464257	0.459335	0.456013	0.464568	0.457811	0.478133	0.473720	0.465259	0.466954	0.474334	0.481390	0.494966	0.498883	0.509690	0.552903	0.576968	0.621712	0.326087	0.593268	0.577210	0.578798	0.573954	0.561738	0.558264	0.547333	0.544230	0.536640	0.528797	0.525974	0.543886	0.541634	0.315026	0.560135	0.572917	0.528327	0.593446	0.568487	0.537600	0.561599	0.526671	0.545212	0.525284	0.524318	0.532102	0.519296	0.304079	0.305847	0.517918	0.499345	0.501089	0.492077	0.516610	0.530683	0.539114	0.554577	0.558948	0.568238	0.590909	0.579241	0.576271	0.289157	0.225352	0.486111	0.666667	0.863636	0.577465	0.669725	0.697183	0.712821	0.706349	0.689531	0.655612	0.677817	0.698093	0.694047	0.684783	0.682997	0.679735	0.679528	0.674921	0.676439	0.673349	0.665509	0.661972	0.653511	0.650117	0.653289	0.637721	0.640371	0.625072	0.619130	0.619952	0.602157	0.606817	0.597615	0.581486	0.578000	0.569504	0.573672	0.559938	0.551525	0.540619	0.587104	0.525573	0.488550	0.586207	0.437500	0.436620	0.585106	0.371795	0.268293	0.339623	0.500000	0.511111	0.315789	0.688889	0.527273	0.680000	0.387755	0.433962	0.623529	0.581633	0.463320	0.504970	0.517398	0.525140	0.554545	0.508621	0.511340	0.527778	0.531977	0.540385	0.543353	0.533871	0.541272	0.546036	0.546835	0.544757	0.535065	0.549538	0.544474	0.562054	0.539359	0.547226	0.521605	0.535937	0.526066	0.518127	0.524887	0.535545	0.511962	0.500000	0.494681	0.505338	0.492727	0.483810	0.471136	0.480447	0.452525	0.458661	0.445175	0.437352	0.422727	0.431267	0.427746	0.430939	0.420765	0.411765	0.410345	0.341772	0.392453	0.445498	0.359684	0.348315	0.500000	0.618182	0.648148
0.562753	0.594399	0.355088	0.516610	0.390884	0.370795	0.417991	0.425287	0.432224	0.536410	0.549338	0.554846	0.564981	0.572388	0.594927	0.605085	0.618529	0.614470	0.619361	0.621024	0.627680	0.634393	0.638275	0.646805	0.657271	0.664615	0.682186	0.677534	0.691016	0.697162	0.709819	0.618603	0.636940	0.645496	0.629419	0.618388	0.607036	0.572690	0.459807	0.495741	0.486482	0.485498	0.489423	0.495522	0.489038	0.490315	0.503015	0.485429	0.512149	0.498044	0.502375	0.500604	0.509614	0.511166	0.518936	0.533400	0.534857	0.554839	0.582256	0.668719	0.353347	0.626928	0.612142	0.605027	0.599910	0.594547	0.583091	0.576444	0.562191	0.562345	0.559916	0.555796	0.571499	0.566588	0.337242	0.587048	0.586458	0.596838	0.610275	0.590868	0.564267	0.572046	0.551654	0.566567	0.543932	0.540006	0.328643	0.317821	0.323135	0.322016	0.529579	0.512779	0.511360	0.515125	0.557966	0.562304	0.561106	0.578521	0.580577	0.601985	0.617735	0.597098	0.822034	0.385542	0.661972	0.513889	0.402778	0.651515	0.408451	0.651376	0.781690	0.646154	0.719577	0.703971	0.701531	0.709507	0.722458	0.714393	0.718031	0.714121	0.711761	0.709539	0.706006	0.700869	0.692807	0.692130	0.685070	0.674985	0.672313	0.670011	0.666482	0.662413	0.646447	0.649275	0.636580	0.629718	0.626293	0.615191	0.604954	0.595333	0.590071	0.584144	0.585460	0.569662	0.572534	0.610860	0.550265	0.564885	0.678161	0.578125	0.352113	0.393617	0.615385	0.390244	0.433962	0.627660	0.144444	0.403509	0.800000	0.290909	0.600000	0.591837	0.716981	0.564706	0.673469	0.536680	0.528827	0.550681	0.560521	0.568182	0.543103	0.554639	0.558333	0.566860	0.571154	0.554913	0.556452	0.561570	0.570332	0.575949	0.583120	0.567532	0.589168	0.595687	0.570613	0.567055	0.583208	0.564815	0.576562	0.567141	0.537764	0.558069	0.560821	0.527911	0.538328	0.526596	0.528470	0.518182	0.516190	0.508380	0.493482	0.474747	0.472441	0.478070	0.460993	0.454545	0.447439	0.445087	0.464088	0.434426	0.418685	0.444828	0.411392	0.441509	0.426540	0.415020	0.449438	0.544444	0.781818	0.722222
