183	164
184	164
185	164
183	165
184	165
185	165
183	166
184	166
185	166
397	797
398	797
399	797
400	797
401	797
397	798
398	798
399	798
400	798
401	798
397	799
398	799
399	799
400	799
401	799
344	800
345	800
397	800
398	800
399	800
400	800
401	800
344	801
345	801
397	801
398	801
399	801
400	801
401	801
344	802
345	802
344	803
345	803
391	811
392	811
391	812
392	812
661	913
662	913
663	913
664	913
661	914
662	914
663	914
664	914
661	915
662	915
663	915
664	915
595	952
596	952
597	952
595	953
596	953
597	953
564	955
565	955
566	955
564	956
565	956
566	956
584	956
585	956
586	956
587	956
588	956
584	957
585	957
586	957
587	957
588	957
584	958
585	958
586	958
587	958
588	958
605	961
606	961
607	961
608	961
605	962
606	962
607	962
608	962
605	963
606	963
607	963
608	963
605	964
606	964
607	964
608	964
551	967
552	967
553	967
554	967
551	968
552	968
553	968
554	968
551	969
552	969
553	969
554	969
551	970
552	970
553	970
554	970
551	971
552	971
553	971
554	971
595	981
596	981
597	981
595	982
596	982
597	982
595	983
596	983
597	983
532	990
533	990
534	990
535	990
536	990
532	991
533	991
534	991
535	991
536	991
511	995
512	995
513	995
514	995
515	995
511	996
512	996
513	996
514	996
515	996
511	997
512	997
513	997
514	997
515	997
511	998
512	998
513	998
514	998
515	998
417	213
418	213
419	213
417	214
418	214
419	214
418	222
419	222
420	222
421	222
418	223
419	223
420	223
421	223
418	224
419	224
420	224
421	224
331	616
332	616
333	616
334	616
335	616
331	617
332	617
333	617
334	617
335	617
331	618
332	618
333	618
334	618
335	618
331	619
332	619
333	619
334	619
335	619
341	619
342	619
341	620
342	620
269	671
270	671
271	671
272	671
269	672
270	672
271	672
272	672
553	549
554	549
555	549
556	549
557	549
553	550
554	550
555	550
556	550
557	550
553	551
554	551
555	551
556	551
557	551
547	556
548	556
549	556
547	557
548	557
549	557
547	558
548	558
549	558
547	559
548	559
549	559
546	561
547	561
548	561
546	562
547	562
548	562
546	563
547	563
548	563
546	564
547	564
548	564
546	565
547	565
548	565
739	704
740	704
739	705
740	705
739	706
740	706
739	707
740	707
739	708
740	708
570	356
571	356
572	356
573	356
574	356
570	357
571	357
572	357
573	357
574	357
570	358
571	358
572	358
573	358
574	358
570	359
571	359
572	359
573	359
574	359
563	365
564	365
565	365
566	365
567	365
563	366
564	366
565	366
566	366
567	366
588	383
589	383
590	383
588	384
589	384
590	384
588	385
589	385
590	385
588	386
589	386
590	386
594	400
595	400
594	401
595	401
594	402
595	402
594	403
595	403
594	404
595	404
433	637
434	637
435	637
436	637
437	637
433	638
434	638
435	638
436	638
437	638
433	639
434	639
435	639
436	639
437	639
433	640
434	640
435	640
436	640
437	640
433	641
434	641
435	641
436	641
437	641
428	685
429	685
430	685
428	686
429	686
430	686
428	687
429	687
430	687
486	696
487	696
488	696
489	696
490	696
486	697
487	697
488	697
489	697
490	697
486	698
487	698
488	698
489	698
490	698
486	699
487	699
488	699
489	699
490	699
486	700
487	700
488	700
489	700
490	700
556	701
557	701
558	701
556	702
557	702
